com.edu.task1.entity.Car
numberPassengerSeats;namePicking;vin;releaseYear;color;mark
5;Люкс;8112965415934609624;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-5174937903445093660;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-7244442351188296887;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@64c64813
5;Люкс;-4359007917131361956;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@64c64813
5;Люкс;7249050826106307563;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@73035e27
5;Люкс;7436329170922077241;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-2565957203726670522;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@64c64813
5;Люкс;-5853684247849000110;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;6946245716006895524;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-5906764867404821369;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-8957970130418547307;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;5288840093426839607;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-278523279362293653;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;2979724498182702536;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@22a71081
5;Люкс;-1183284029907114818;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@5f150435
5;Люкс;-1908058609404878814;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-2838130187854727446;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-1948538614784665036;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-9193960908223447156;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-3857377502058015890;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;4031251450736726025;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-8858728004636378042;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-8040318806715853049;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@64c64813
5;Люкс;5038188534641357491;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@224aed64
5;Люкс;5748962946278065394;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-5875610130261578059;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@3ac42916
5;Люкс;4875956257931886712;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-9054599244637389109;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@224aed64
5;Люкс;-2152147149101225203;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@5f150435
5;Люкс;759044992353293435;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@13b6d03
5;Люкс;6701592118806639976;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;2289656010429341901;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-1603722146120350716;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@5f150435
5;Люкс;-8931305081545260848;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@22a71081
5;Люкс;-8854804325052111968;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@64c64813
5;Люкс;-3752152655699396076;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;7427372756196265408;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-7362629694293801169;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@5f150435
5;Люкс;-5716611097850233558;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;6241403498491589689;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@73035e27
5;Люкс;-7288999436151025047;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-2006379751166063793;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-7889942967901419443;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-34394106656304877;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;4262223870975686760;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@73035e27
5;Люкс;3038830702057722154;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@64c64813
5;Люкс;5112693838753263507;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-411923353830327619;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@282ba1e
5;Люкс;8082990496168628839;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@73035e27
5;Люкс;-6634482497373729543;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-6544991778311171643;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@64c64813
5;Люкс;7343348959101703055;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@73035e27
5;Люкс;-6523895545897930929;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;5070786741991076660;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-2046386502020083220;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@282ba1e
5;Люкс;3785136237287851554;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@282ba1e
5;Люкс;8991779490318068296;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;3900215664098150549;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;8970871111780034385;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@73035e27
5;Люкс;-4578303046452931248;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;8039687495716682427;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-4748120052382911978;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@282ba1e
5;Люкс;9188338280200203645;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@22a71081
5;Люкс;837658201424194608;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-1446345572520557486;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@13b6d03
5;Люкс;7418688217051399405;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@224aed64
5;Люкс;-4799087500602149831;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@5f150435
5;Люкс;-1855444955312787939;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-416337464515729674;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@13b6d03
5;Люкс;887240131346323094;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@64c64813
5;Люкс;8844380678672945038;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;8787981749853734576;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-5168965671644623153;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;930783509479640264;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-7580161962716829754;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@73035e27
5;Люкс;-711153235726124608;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;3967383502379123782;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-970975110199022211;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@282ba1e
5;Люкс;6013146479330904424;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@73035e27
5;Люкс;6530928290959569768;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@282ba1e
5;Люкс;-8638765610016687099;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;3362717247726104302;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@3ac42916
5;Люкс;3106971032706921790;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@73035e27
5;Люкс;-7071846250851706880;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@282ba1e
5;Люкс;530684307846211317;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-3946663868756064364;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@224aed64
5;Люкс;7054841414647705681;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@224aed64
5;Люкс;-6118875524084132830;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;3361709296081977918;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;2151699257929367079;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@282ba1e
5;Люкс;4518613739611231211;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-707295194930434907;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;9207812364621653834;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;375724694438033825;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;1833781810765536659;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-6798383650563109212;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;5920963072076848065;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@73035e27
5;Люкс;505019152025620795;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@64c64813
5;Люкс;-6097501216228409581;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@64c64813
5;Люкс;8355598103005011832;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-7995005707404369523;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;8209119492950465646;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@282ba1e
5;Люкс;5654225495214272116;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;1817146893702417592;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@22a71081
5;Люкс;-5240573570203679018;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@224aed64
5;Люкс;8526266196614365938;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@64c64813
5;Люкс;1790726417899435520;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@3930015a;com.edu.task1.entity.Mark@13b6d03
5;Люкс;7942581188100791359;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@64c64813
5;Люкс;-7659880479730141691;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-6859190888459678526;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@73035e27
5;Люкс;99398229169161278;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@64c64813
5;Люкс;-3330810850328740827;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@5f150435
5;Люкс;-5683767152089233979;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@73035e27
5;Люкс;5878799557528875541;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@73035e27
5;Люкс;8807583320784419832;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@5f150435
5;Люкс;-5091703554677632317;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@75412c2f
5;Люкс;4959079834253871356;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@3ac42916
5;Люкс;985568296539024228;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;3358016643598533688;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@224aed64
5;Люкс;436107122288873138;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@13b6d03
5;Люкс;3938521349112192726;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-4109694637283704470;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-3423455998567786427;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-2950891998667344180;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-8519493600026459463;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@22a71081
5;Люкс;8650164025989078302;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@5f150435
5;Люкс;2560518586890704809;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-3019112483297478103;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;2077102524013583441;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-5698884010891552838;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;-5624126000174361042;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@75412c2f
5;Люкс;4295417792496779299;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-4547955773915738236;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-1045529178456257865;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@73035e27
5;Люкс;-2843954127403422757;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@64c64813
5;Люкс;497719571083704401;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-734884301658878850;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-1226848244390273074;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@13b6d03
5;Люкс;1638998729467086075;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@75412c2f
5;Люкс;2874283459147098766;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-2793345491448979547;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@282ba1e
5;Люкс;2378150468109951223;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-3467145145556159979;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@13b6d03
5;Люкс;-7567110180062509326;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@1bc6a36e
5;Люкс;1529096701335093669;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;3723089209318574188;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-1562805484843206668;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;-7461498286302038569;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-2642337134319491227;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@64c64813
5;Люкс;4275803639195193510;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;-447729153154703457;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;-6342219119690422316;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;4136292729503945230;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@64c64813
5;Люкс;-4083848134889323426;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@64c64813
5;Люкс;-2172258171435809183;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;-3914470950186261052;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@629f0666;com.edu.task1.entity.Mark@2ac1fdc4
5;Люкс;6114532189220527882;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@1ff8b8f
5;Люкс;3485126589783740044;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;2113046646042160577;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2d6a9952
5;Люкс;4416185155595346111;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@13b6d03
5;Люкс;6454852292499019777;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@64c64813
5;Люкс;-4615872444364387734;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;1716960076428872586;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@75412c2f
5;Люкс;-3397364269932264929;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@22a71081
5;Люкс;2982964320117981917;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-8256227976709876879;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@50cbc42f
5;Люкс;5076009056350378435;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@1c53fd30;com.edu.task1.entity.Mark@282ba1e
5;Люкс;5736746293178235771;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@f5f2bb7;com.edu.task1.entity.Mark@64c64813
5;Люкс;1810029955904385479;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@73035e27
5;Люкс;3317031909772252506;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@22a71081
5;Люкс;-1411295439215171913;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@3ac42916
5;Люкс;-3870894339313985874;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@282ba1e
5;Люкс;5199911133969355559;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71e7a66b
5;Люкс;-7734505359685657570;Sun Dec 24 10:55:39 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71e7a66b
