com.edu.task1.entity.Bus
numberPassengerSeats;numberPassengerStanding;namePicking;vin;releaseYear;color;mark
23;27;Люкс;3631117340955368488;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2cfb4a64
21;31;Люкс;9216655551730027679;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
22;25;Люкс;-4284221859165896909;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
33;21;Люкс;5694447861229346767;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
27;26;Люкс;6073444420012292204;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
20;21;Люкс;4260942867782104404;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
29;31;Люкс;7270328893961052707;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
21;30;Люкс;1692004953070060007;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@21a06946
37;22;Люкс;8274282757395697958;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
27;36;Люкс;-3246578342503396674;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
22;30;Люкс;-418393955180740400;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@7a92922
37;28;Люкс;3268237475707441468;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@77f03bb1
38;22;Люкс;383501594411745621;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
26;38;Люкс;3793581407168163545;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@7a92922
29;37;Люкс;1305382207836787789;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
33;34;Люкс;-7691034442909700786;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@25618e91
26;24;Люкс;2097850485724947326;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
22;31;Люкс;4157498090026723078;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@21a06946
35;32;Люкс;8138098734553562607;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
36;36;Люкс;-2822675177404859454;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@326de728
26;34;Люкс;2251463318021474090;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
27;20;Люкс;6320061638018737547;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
31;37;Люкс;-3983220698197719855;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
38;26;Люкс;3614383714795092446;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
26;23;Люкс;3703283625258972772;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
38;38;Люкс;2012395892622713618;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
20;21;Люкс;-7161054187724004527;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
39;37;Люкс;6555792204803087885;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@7a92922
25;33;Люкс;5626654134143585085;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@71f2a7d5
24;20;Люкс;-2864273003709134808;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
32;22;Люкс;-5336102335016328046;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
22;22;Люкс;-1730128400311596705;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
31;36;Люкс;-6237093514422872758;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
38;27;Люкс;7715866113518020285;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@326de728
24;33;Люкс;-443876667639836166;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71f2a7d5
20;20;Люкс;4069003980155390215;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
31;35;Люкс;-6561811530532303070;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
24;35;Люкс;473919349846148008;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
31;28;Люкс;-8094329755446955852;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
23;30;Люкс;1820357940515891166;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@77f03bb1
38;36;Люкс;7054463861410702307;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
27;36;Люкс;5701148097129295907;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
39;39;Люкс;2415972529234956077;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71f2a7d5
24;39;Люкс;5302723252216090589;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
30;32;Люкс;561608946367333548;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
23;23;Люкс;1441409853260247881;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
20;37;Люкс;-7965623917250338151;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@71f2a7d5
34;28;Люкс;1682834405912640421;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
34;33;Люкс;7526886870151876130;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
38;21;Люкс;5239808659221660573;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
37;35;Люкс;-4091650101061094290;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
33;25;Люкс;5179585884062971896;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
28;34;Люкс;-4478730694635471379;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
20;27;Люкс;-4588671180530675580;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
21;35;Люкс;4309752814800789477;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
36;33;Люкс;8738692408443647295;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
26;22;Люкс;-7494169774471055302;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
37;21;Люкс;9205038977955830727;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
35;25;Люкс;-6844602215315873923;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
24;24;Люкс;1715007977184274692;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2cfb4a64
34;38;Люкс;1672753384077139257;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
27;33;Люкс;5121908514682577684;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@2cfb4a64
35;39;Люкс;8403844254447364730;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
36;35;Люкс;-1584636603579138185;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
27;21;Люкс;1995980375326387870;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@25618e91
22;35;Люкс;3827355215850117500;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
32;27;Люкс;8666540111888065120;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@7a92922
39;38;Люкс;1548151593873431788;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
34;38;Люкс;-2222407803629861598;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
30;34;Люкс;2574759368607445237;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
29;31;Люкс;-1740852926634160005;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
29;27;Люкс;6156983851063881561;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71f2a7d5
38;39;Люкс;8796725452004824578;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
37;28;Люкс;-8147385349687184425;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
25;22;Люкс;-2162470392955702439;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@326de728
35;24;Люкс;-1471020235008241702;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
29;34;Люкс;-8955545258333681539;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
26;28;Люкс;-8967264781431378335;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
31;28;Люкс;-4086622606358537140;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@326de728
35;32;Люкс;-7287294354456890321;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
21;27;Люкс;1800857116600605527;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@21a06946
32;39;Люкс;3890224745648842804;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
39;29;Люкс;6764219947063074027;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
21;31;Люкс;-4958905701777838022;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@21a06946
33;31;Люкс;-3760112841922979238;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
22;21;Люкс;8967039312754716116;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
28;39;Люкс;5242840710255445135;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@2cfb4a64
26;37;Люкс;3173417997878773636;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@25618e91
22;25;Люкс;7608594239638840274;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@77f03bb1
26;26;Люкс;8904364399207180844;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
24;27;Люкс;-2656572988851294760;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
33;30;Люкс;-7222216805677297993;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
38;30;Люкс;-8875245313907294705;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@7a92922
35;38;Люкс;6882349537243140105;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
20;36;Люкс;-9131461201031390168;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
25;34;Люкс;4601200703473098020;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@21a06946
29;31;Люкс;3115089051365932261;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@21a06946
39;31;Люкс;-99139723688717413;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
30;32;Люкс;-2163449615288538843;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
21;21;Люкс;-5019144973453390276;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71f2a7d5
32;37;Люкс;-3128797364498008275;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
22;20;Люкс;-4717714880015813638;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
33;24;Люкс;8974321556458390073;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@326de728
28;38;Люкс;9192623264629101336;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@71f2a7d5
21;23;Люкс;8382655920269380675;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@77f03bb1
21;28;Люкс;518468721301099677;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@71f2a7d5
29;20;Люкс;-2248540933400037869;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
38;38;Люкс;-7023452714251103244;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
39;38;Люкс;-5995218612909786744;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
36;37;Люкс;-347748444347046174;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
32;30;Люкс;-5791220792827375067;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@21a06946
20;37;Люкс;6170790127737659822;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@21a06946
27;34;Люкс;8084606182425771999;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@77f03bb1
29;20;Люкс;1099417036853306251;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@2cfb4a64
39;30;Люкс;6634011489670746150;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
27;31;Люкс;6688202223482484553;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
32;36;Люкс;-2229379568451479246;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
27;30;Люкс;8584429262116934717;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@77f03bb1
36;38;Люкс;2726341473353470864;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
37;26;Люкс;4975969409951353710;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
29;20;Люкс;55301189582208492;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@7a92922
29;32;Люкс;3446440464899468545;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
38;24;Люкс;-4008735145756895;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@25618e91
30;33;Люкс;-4837327501794168345;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@326de728
34;28;Люкс;-5755075763721143681;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
25;34;Люкс;-4899107171122367035;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
33;26;Люкс;487537447722740316;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
30;26;Люкс;-1125761469198185180;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@7a92922
23;38;Люкс;-5522624286214777634;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@21a06946
26;26;Люкс;7597099868726199259;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
24;24;Люкс;-3273240119748043001;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@77f03bb1
21;21;Люкс;-7285316754284048455;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@71f2a7d5
25;21;Люкс;-3472929068496977406;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2cfb4a64
32;25;Люкс;3608813566366450550;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
29;33;Люкс;6097254842938951340;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
38;34;Люкс;-5243340553934156324;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@2cfb4a64
36;26;Люкс;-5237045237423232154;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@7a92922
35;31;Люкс;-81220014502653646;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@21a06946
33;20;Люкс;438779744296804379;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
25;22;Люкс;801579923261824746;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@71f2a7d5
28;21;Люкс;5343934729748235405;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
28;30;Люкс;4385478771979395979;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@77f03bb1
38;30;Люкс;118973696626676964;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@71f2a7d5
34;32;Люкс;1258765250357350112;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@2cfb4a64
25;21;Люкс;-4202627104542117767;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
20;21;Люкс;6439454219543774306;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
20;25;Люкс;2977448858608215776;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@326de728
28;28;Люкс;456060407065731044;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@77f03bb1
35;22;Люкс;-4948867411837290700;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@21a06946
22;20;Люкс;-3134201670063187330;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
33;32;Люкс;-4907928613437706841;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@47d384ee;com.edu.task1.entity.Mark@2cfb4a64
31;30;Люкс;1069034351605914556;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@2cfb4a64
39;29;Люкс;2932102858373745481;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@25618e91
30;25;Люкс;3239826714595263239;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@7a92922
29;28;Люкс;-5317042833892252648;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@2cfb4a64
31;26;Люкс;-6452425746854562477;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@13b6d03;com.edu.task1.entity.Mark@326de728
25;38;Люкс;-4712650741721456823;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@387c703b;com.edu.task1.entity.Mark@21a06946
34;39;Люкс;-933572203573200118;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
39;28;Люкс;1008195533039781334;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@326de728
28;35;Люкс;-6753053201348494791;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@71f2a7d5
24;34;Люкс;5938310326744894281;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@25618e91
20;25;Люкс;-3147017305998649094;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
23;31;Люкс;4390537174818454728;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@25618e91
20;31;Люкс;4201501931267331106;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@21a06946
26;25;Люкс;-7338556500256275871;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@326de728
28;30;Люкс;7814181047460320812;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@25618e91
27;24;Люкс;-5450731639083802986;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@1ff8b8f;com.edu.task1.entity.Mark@7a92922
24;36;Люкс;-6931281589852972444;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@50cbc42f;com.edu.task1.entity.Mark@2cfb4a64
29;27;Люкс;-5681910135310886868;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@31b7dea0;com.edu.task1.entity.Mark@77f03bb1
35;30;Люкс;1933553611409238104;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@c39f790;com.edu.task1.entity.Mark@7a92922
23;20;Люкс;-6147017513921283535;Tue Dec 19 22:41:59 IRKT 2017;com.edu.task1.entity.Color@22a71081;com.edu.task1.entity.Mark@21a06946
